GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count
"52.125,63.010000000000005",#,#,#,#,#,#,#,#,#,#,"43.099999999999994,86.7",#,"0.44499999999999984,7.423832166483161","5.164,8.836",#,"0.175,0.825",#,#,0.0,1.0,1.0,2,68.14073634902265,49968,45106,0.2631578947368421,0.0013837522745594416,43,43
"59.474999999999994,98.525",#,#,#,"12.684999999999999,19.715","40.876,61.19200000000001",#,#,#,"0.9904999999999997,4.6095","1.4500000000000002,6.55",#,#,#,"7.241589399745579,10.296850728889213","-2.157,6.768",#,"0.11750000000000005,2.9478490097830248",#,1.0,1.0,1.0,1,87.23548189871309,49861,45131,0.42105263157894735,0.0008857572060957383,19,19
#,#,"14.05,24.515963511928007",#,#,#,"-0.6705,0.8704999999999999","-2.0475,2.8925",#,"0.9904999999999997,4.6095",#,#,#,"-1.381454703240617,7.209",#,"2.1370000000000005,6.768",#,"-0.7284999999999999,1.7285",#,1.0,1.0,1.0,2,95.3993525978628,49994,45171,0.3684210526315789,0.0019373003319575113,117,117
#,#,#,#,"12.684999999999999,19.715",#,#,#,#,#,#,#,#,#,#,"3.1799999999999997,7.42",#,#,#,1.0,0.642256844035455,0.9152542372881356,1,71.05615195337329,49946,45171,0.10526315789473684,0.0007214782019913693,108,118
"-12.14,37.31899423524918","-2.5519999999999996,28.295",#,"-0.4645153769403666,1.8364999999999998",#,#,"-0.713,0.713","-1.7525000000000002,4.09",#,"-1.0015,2.0015",#,"43.2,90.2","-0.3949999999999999,1.1949999999999998","-2.5372626993861935,3.9430000000000005","-2.0880000000000005,4.9559999999999995","-3.8749999999999996,3.2249999999999996",#,"-1.4235,0.9019999999999999","-0.14050000000000018,1.5405000000000002",0.0,0.2505789285553075,0.7582089552238805,1,79.2709403416058,49962,45172,0.6842105263157895,0.000804888161483275,254,335
"-12.14,35.65",#,"-3.9625000000000004,8.9625",#,"0.8445287232525893,13.74",#,#,#,"-34.19671495435826,31.83087083200925",#,"-2.425,5.225",#,"-3.4453899741121923,1.4395",#,#,#,#,#,#,0.0,0.361529175242358,0.8158844765342961,2,85.13700038520949,49962,45172,0.3157894736842105,0.001728899983246093,226,277
#,#,#,"-1.3709999999999996,4.3709999999999996","-5.844999999999999,12.030000000000001","18.695999999999998,49.34400000000001","-0.8394999999999999,0.8394999999999999",#,"-28.999999999999996,31.83087083200925","-1.04,3.572",#,#,"-1.561,2.3609999999999998","-1.245,2.0450000000000004","-2.392,3.592","-2.2849999999999997,3.682734883359999","-0.23750000000000004,0.6375000000000001",#,#,0.0,0.05615442424578656,0.5621818181818182,1,71.69913288110725,49999,45182,0.5789473684210527,0.0007018589852171308,773,1375
"-12.14,23.005000000000003","5.648,21.752",#,#,#,"28.247999999999998,47.752","-0.37049999999999994,1.1705","-2.0725000000000002,2.6725",#,"-1.2945000000000002,3.0945",#,#,#,"-3.5139248116298765,3.9430000000000005",#,#,#,#,#,0.0,1.0,1.0,3,89.08669144397084,49879,45204,0.3684210526315789,0.00271366113407882,60,60
"-12.14,60.892947098646246",#,"-3.4125000000000005,15.0125","0.7755000000000001,5.8245",#,#,"-0.11299999999999999,1.313","0.010000000000000009,3.3899999999999997",#,#,#,#,"-0.9455,1.0043017658781324",#,"-3.7475533996070816,4.9559999999999995","1.31,4.49","0.8875,1.5125",#,#,0.0,0.5241073981293608,0.8787878787878788,1,68.4736679474905,49566,45231,0.47368421052631576,0.0006952566030725535,29,33
"36.285,59.715",#,#,#,"-3.4321640923119174,7.645",#,"-0.6325,0.6325","-1.2025,1.2025",#,#,"-0.6259999999999999,0.4828598119216707","-21.703164198004583,81.1","-1.561,2.3609999999999998","-1.1450000000000002,2.1450000000000005","-8.97454979805855,5.088","-2.9210000000000003,3.1210000000000004",#,#,#,0.0,0.17302747702419055,0.7040816326530612,1,76.47162258659611,49989,45238,0.5263157894736842,0.0007764649119100053,69,98
"-12.14,71.53555799850108",#,"-7.625000000000002,14.1816272610872","-0.3334999999999999,2.9335",#,"20.588,39.57077567240506",#,"-1.235,1.235",#,#,#,#,#,#,#,#,#,#,#,0.0,0.11498804970389521,0.6488294314381271,1,78.37903920005203,49989,45278,0.2631578947368421,0.0007958321232054843,388,598
"52.125,63.010000000000005",#,#,#,#,"33.33721539987826,64.852","-0.5225715434247297,0.69",#,#,#,#,#,"1.3375,2.3455000000000004","0.44499999999999984,5.6979999999999995","5.164,8.836",#,#,#,#,0.0,1.0,1.0,1,72.3081553210507,49929,45283,0.3157894736842105,0.0007341905866866702,32,32
"42.795,93.205","-5.597,15.997","2.7750000000000004,11.025",#,"-4.044999999999999,9.445","52.343999999999994,68.456","-0.48299999999999993,0.48299999999999993","-0.6387356545250001,3.7619710589313056","-19.5,19.5","-2.0104999999999995,3.6105",#,"-21.703164198004583,58.4","-0.23949999999999994,2.0395",#,#,#,"-0.3,0.7",#,#,0.0,0.3366816616594237,0.8043478260869565,1,52.9948434752925,49977,45323,0.631578947368421,0.0005380902755676589,37,46
"67.445,100.815",#,#,"6.933,13.466999999999999",#,#,#,"-1.5125000000000002,2.8925",#,#,"6.856,11.344","80.5,119.5",#,"2.8549999999999995,6.1450000000000005",#,"2.1370000000000005,9.663",#,"0.16149999999999998,1.248","2.9085,5.4915",1.0,1.0,1.0,1,33.25,49363,45343,0.47368421052631576,0.0003376083499702404,4,4
"-12.14,44.845",#,"-7.625000000000002,8.2","-0.8364999999999998,1.8364999999999998",#,#,#,#,#,#,#,"43.2,90.2","-1.4224999999999999,2.0225",#,#,"-2.9749999999999996,5.991219791756522","-0.36250000000000004,0.625932410172467",#,#,0.0,0.13264986474215498,0.6676384839650146,1,76.57653481871068,49962,45361,0.3684210526315789,0.0007775301523784533,458,686
"-20.106470735516176,63.010000000000005",#,#,"-1.7204999999999993,1.2527424078626193","2.049735784499939,12.030000000000001",#,#,"-1.425,2.2811573165813113",#,#,#,"54.2,88.2",#,"-5.181777990524624,3.9430000000000005",#,#,#,"0.8019999999999999,1.0254048040316328",#,0.0,1.0,1.0,1,53.25,49424,45404,0.3684210526315789,0.0005406810416816631,4,4
#,#,#,#,#,#,#,"-1.105,2.8925","7.100000000000001,63.2",#,#,#,"2.8845,4.3155",#,#,"2.1370000000000005,5.862",#,#,"2.4034999999999997,5.3965",1.0,1.0,1.0,1,66.99199999999999,49451,45431,0.2631578947368421,0.0006802122881565816,8,8
"-12.14,48.975",#,#,#,"3.39,12.030000000000001",#,#,#,#,#,#,"58.701277486113476,62.2","-0.9455,2.2079999999999997",#,#,#,"0.04999999999999993,1.35",#,#,0.0,1.0,1.0,1,88.7658703288677,49909,45496,0.2631578947368421,0.000901296210989514,46,46
"52.125,63.010000000000005",#,#,#,#,#,#,#,#,#,#,"43.099999999999994,86.7",#,"0.44499999999999984,5.6979999999999995","5.164,8.836",#,#,#,"-0.007000000000000117,2.2070000000000003",0.0,0.5035835674196454,0.8717948717948718,1,71.04000149248041,49968,45553,0.2631578947368421,0.0007213142161130744,34,39
"-12.14,71.53555799850108",#,"0.46249999999999947,16.137500000000003",#,#,"20.588,39.57077567240506","0.9790000000000001,2.221","3.5649999999999995,6.035",#,#,#,#,#,#,"-0.964,5.564",#,#,#,"-0.08400000000000007,1.8840000000000001",0.0,0.2935778904262872,0.782608695652174,1,62.359156714004335,49914,45590,0.3684210526315789,0.0006331720903383651,18,23
#,#,"-2.5375000000000014,18.0625",#,"1.1549999999999998,7.045",#,#,#,#,#,"0.1339999999999999,6.866",#,"1.2690000000000001,3.9779999999999998","-1.5550000000000002,5.385","1.048,9.961302154740732","0.1100000000000001,3.29","0.6913475774601663,1.325",#,#,1.0,0.32511198758911825,0.7987421383647799,1,84.883512035086,49904,45592,0.42105263157894735,0.0008618761635441932,127,159
#,#,"-3.9625000000000004,8.9625","-0.3334999999999999,1.5316330627480403","-2.115000000000001,6.818264533540301",#,"-0.21399999999999997,0.614",#,"-34.19671495435826,31.83087083200925",#,"-0.6949999999999998,3.895",#,#,"-2.5372626993861935,3.9430000000000005","-2.16,4.9559999999999995",#,#,#,#,0.0,0.08541541887713897,0.6113744075829384,1,70.31067039231102,49999,45615,0.42105263157894735,0.0006842365592833689,645,1055
"67.445,115.44387410932532","21.558999999999997,31.441000000000003","3.075,19.51057354736444","2.0775,7.522499999999999",#,#,#,"1.685,5.715",#,#,#,#,#,"-0.5860000000000001,2.9859999999999998",#,#,"-0.19999999999999996,1.0125",#,#,1.0,0.3035966957071313,0.7878787878787878,1,73.32287926298818,49972,45636,0.3684210526315789,0.0007444937227983336,78,99
"-12.14,48.975",#,"-4.5,15.3",#,"1.7699999999999996,9.8","52.343999999999994,59.108000000000004","-0.414,0.414",#,#,#,#,"29.200000000000003,90.2","-0.9814999999999999,2.7815","0.8899999999999999,3.71","-3.596,6.196",#,#,#,#,0.0,0.10544304249748125,0.6376811594202898,1,52.33309209827449,49864,45662,0.47368421052631576,0.0005313710938989196,44,69
#,#,#,#,#,#,#,#,#,#,#,"40.5,104.5",#,"-1.5550000000000002,2.963",#,#,"1.2375,2.7375",#,"2.083,5.117",1,0.8265463932096233,0.9626168224299065,1,85.84035160110399,49868,45730,0.21052631578947367,0.0008715915628545564,103,107
#,#,#,#,#,"17.518504059865123,31.612000000000002","-0.7705,0.9795","-1.4175,3.215","-28.999999999999996,28.999999999999996",#,#,#,"-1.649,1.8490000000000002",#,#,#,#,"-0.38499999999999995,0.7849999999999999",#,0.0,0.6941094131441163,0.9295774647887324,1,87.46894265446417,49830,45737,0.3157894736842105,0.000888127681299706,66,71
#,#,#,#,"-4.044999999999999,9.445","52.343999999999994,68.456","-0.48299999999999993,0.48299999999999993","-0.6387356545250001,3.7619710589313056",#,"-2.0104999999999995,3.6105",#,"-21.703164198004583,58.4",#,#,#,#,#,"-2.0256653893538012,1.0555",#,0.0,0.24141020746326297,0.7525773195876289,1,52.802162708617814,49977,45740,0.3684210526315789,0.0005361338654711764,73,97
"51.025,115.44387410932532",#,#,"0.07150000000000034,4.8375",#,#,#,#,#,#,#,#,"1.2220000000000002,3.9779999999999998","0.5909999999999997,5.649000000000001",#,#,#,#,#,1.0,0.41862019299599124,0.8401639344262295,1,67.53670620954802,49995,45755,0.21052631578947367,0.0006857430359648238,615,732
#,#,#,#,"4.58,15.22",#,#,"-1.551380737486241,1.0075",#,#,#,#,#,"4.367,8.033000000000001","9.941236657296352,10.296850728889213","-1.891,3.091",#,"0.11750000000000005,1.802",#,1.0,0.1,1.0,1,66.0,45768,45768,0.3157894736842105,0.0006701398826476952,0,0
#,"-3.1159999999999997,15.916",#,#,"-0.9300000000000006,5.53","20.588,31.612000000000002","-0.7705,0.8394999999999999","-1.4175,3.215","-28.999999999999996,28.999999999999996",#,#,"40.8,115.8",#,#,"-3.8880000000000003,5.088",#,#,"-0.38499999999999995,0.7849999999999999",#,0.0,0.6371466150555487,0.9137931034482759,1,87.64070001105881,49830,45769,0.47368421052631576,0.0008898716427359517,53,58
"-12.14,60.892947098646246",#,#,"-1.3709999999999996,4.3709999999999996","2.0175630954849137,12.030000000000001",#,"-0.8394999999999999,1.9165",#,#,"-0.9859999999999999,2.463",#,#,"-0.589,1.5804999999999998",#,"-0.936,2.736","0.575,3.2249999999999996",#,#,#,0.0,0.09059146927358966,0.6186107470511141,2,64.31798677326475,49932,45806,0.42105263157894735,0.014719837393006484,472,763
"59.28,115.44387410932532","14.663,28.937",#,#,"1.995,9.405000000000001",#,"0.7707610393777689,1.536",#,#,#,#,#,#,#,#,"-4.764876662894079,5.257","0.13749999999999996,1.35","-0.3825,0.9824999999999999",#,1,0.6278511798675676,0.9111111111111111,1,74.37728454983724,49993,45818,0.3684210526315789,0.0007866183749062641,123,135
"66.09,115.44387410932532",#,#,"0.7330000000000001,4.8375",#,#,#,#,#,"0.24499999999999988,2.8015",#,#,#,#,#,#,#,#,"-0.8020514343893109,1.7355",1.0,0.28615704236729544,0.7786116322701688,1,72.44177775515998,49995,45827,0.21052631578947367,0.0007620528389924603,830,1066
"-12.14,48.975",#,#,#,"3.39,9.8","52.343999999999994,59.108000000000004","-0.414,0.414",#,#,"-0.13950000000000007,1.9395000000000002",#,"29.200000000000003,90.2",#,#,"-3.596,6.196",#,#,#,#,0.0,1.0,1.0,1,58.85297185105511,49864,45844,0.3684210526315789,0.0005975715704505179,20,20
"-12.14,71.53555799850108",#,"0.46249999999999947,16.137500000000003",#,"1.125,13.475",#,#,"3.5649999999999995,5.2","13.3,38.3",#,#,"54.0,111.0","-0.843,2.1805",#,#,#,"0.03749999999999998,0.9625",#,"-0.08400000000000007,1.8840000000000001",0.0,0.2373046875,0.75,1,60.529899233280005,49914,45894,0.47368421052631576,0.0006145984783161679,12,16
"62.25,97.75",#,#,"6.2675,9.7325",#,"41.588,53.937304468721905",#,#,#,#,#,#,"1.2220000000000002,3.9779999999999998",#,#,#,"1.05,2.7375","-0.953,1.153",#,1.0,0.6472278485082303,0.9166666666666666,1,56.04596304483888,49949,45929,0.3157894736842105,0.000569070228753718,44,48
#,"25.367000000000004,44.033",#,"5.09203477173228,7.522499999999999",#,#,"0.8223353344765132,2.444",#,"4.700000000000003,51.0",#,#,#,#,#,#,#,"-0.11250000000000004,1.125",#,#,1.0,1.0,1.0,1,77.7719193025465,49946,45963,0.2631578947368421,0.0007560893751989863,41,41
#,#,"-3.9625000000000004,8.9625",#,#,"23.056,38.8756178061478",#,"-1.7525000000000002,4.09","-34.19671495435826,31.83087083200925","-0.9859999999999999,3.572","-3.4739999999999998,4.074",#,"-0.589,0.7889999999999999",#,#,#,#,"-1.4235,0.9019999999999999",#,0.0,0.17097954682890035,0.7024070021881839,2,84.28960762032526,49989,45967,0.42105263157894735,0.0017116917502759102,321,457
#,#,#,#,#,#,#,#,"7.100000000000001,57.1",#,"2.166,5.634",#,#,"2.7499999999999996,8.033000000000001",#,#,#,"0.11750000000000005,1.6284999999999998",#,1.0,0.5185701272041218,0.8769230769230769,1,78.70412273959643,49994,45974,0.21052631578947367,0.0007991329026758022,228,260
"67.445,89.28194986316238",#,#,#,#,#,"-0.567,0.9864999999999999",#,#,"0.24499999999999988,2.5549999999999997",#,#,#,#,#,#,#,#,#,1.0,0.2939821562565294,0.782824112303881,1,76.65785240324958,49995,46016,0.15789473684210525,0.0007884591140472573,948,1211
"42.795,93.205",#,"-3.2749999999999995,11.025",#,#,#,#,#,"45.15255841499342,68.5",#,#,"-21.703164198004583,58.4","-0.9634999999999999,2.1635","-1.5270000000000001,2.3270000000000004",#,#,#,"-1.2455,1.4675",#,1,0.0063582343481257495,0.36363636363636365,1,58.3608064,49672,46023,0.3684210526315789,0.0005925743023048615,4,11
#,#,#,"5.09203477173228,7.522499999999999",#,"30.335999999999995,50.263999999999996",#,#,#,#,#,#,#,#,"-0.07600000000000051,7.676","-1.057,6.257",#,#,#,1.0,0.8170559602339619,0.9603960396039604,1,84.27944900266493,49986,46033,0.21052631578947367,0.0008386832234861787,194,202
"-12.14,76.07358438094263",#,"-7.625000000000002,7.380310272144927",#,#,"17.518504059865123,31.612000000000002",#,#,"-28.999999999999996,28.465204329129072","1.215649396471325,1.8479999999999999","-0.6259999999999999,4.166",#,"-1.649,2.1805",#,#,#,#,#,#,0.0,0.1,1.0,1,110.08442005258242,46045,46045,0.3684210526315789,0.001117756974778442,0,0
"66.09,115.44387410932532",#,#,#,#,#,"-0.567,1.8191639963198587",#,"-28.500000000000004,15.0","-0.2015,2.8015",#,#,"1.2220000000000002,3.9779999999999998",#,"3.4719999999999995,9.728","-3.3219999999999996,4.521999999999999",#,#,"-0.8020514343893109,1.7355",1.0,0.6602239765973142,0.9203187250996016,1,74.2909249450702,49963,46051,0.42105263157894735,0.0007543229049163344,231,251
"41.15,118.89330680598417",#,#,"2.0775,7.522499999999999",#,"31.624000000000002,64.87766687502697",#,#,#,"-0.6935,1.6935",#,"80.5,119.5","-1.6755,1.8755000000000002","-1.5550000000000002,6.421",#,#,#,#,#,1.0,0.4046567977405849,0.8344827586206897,2,69.75168756671943,49899,46086,0.3684210526315789,0.001521818820851994,121,145
"-12.14,48.975","19.641841894758468,33.544000000000004",#,#,#,#,"-0.8394999999999999,0.8394999999999999",#,"-28.999999999999996,31.83087083200925","0.1755,4.449",#,#,#,#,#,#,#,"-0.514,1.514",#,0.0,0.07775999999999998,0.6,1,67.8714768020753,49961,46103,0.3157894736842105,0.0006891421742313411,42,70
"52.125,71.53555799850108",#,#,"0.8150000000000002,1.5316330627480403","-0.8750000000000004,7.675000000000001",#,#,"0.8300000000000001,5.6919484006662255",#,#,"-2.7739999999999996,4.773999999999999",#,#,"0.44499999999999984,5.744","-1.036,3.7520000000000002","0.9210000000000003,5.479",#,#,#,0.0,1.0,1.0,1,94.0717700096,49553,46118,0.42105263157894735,0.0009551703774953684,15,15
"38.085,89.91499999999999",#,"-0.45000000000000107,18.25","2.0775,7.522499999999999",#,"40.876,60.404",#,#,#,#,#,"47.400000000000006,112.9","0.605,2.195","1.2269999999999999,2.963","-1.9999999999999996,8.2",#,#,#,#,1.0,0.4341056228101056,0.8462897526501767,1,73.42406672654577,49995,46141,0.42105263157894735,0.0007745200930835702,479,566
"-12.14,37.31899423524918",#,#,#,#,#,"-0.21399999999999997,0.614","-1.7525000000000002,4.09","-34.19671495435826,31.83087083200925","-0.9859999999999999,3.572",#,#,"-0.589,0.7889999999999999","-2.5372626993861935,3.9430000000000005",#,"-3.8749999999999996,3.2249999999999996",#,"-1.4235,0.9019999999999999",#,0.0,0.456238571921878,0.8547486033519553,1,88.78089992798884,49962,46177,0.47368421052631576,0.0009014488160469578,153,179
"-12.14,48.975",#,#,#,"3.39,6.818264533540301",#,#,#,#,#,#,"33.0,99.5",#,#,#,"-2.839,3.839",#,#,#,0.0,0.09786145230213808,0.6282352941176471,1,75.43153337937193,49914,46178,0.21052631578947367,0.0007659042261634546,267,425
"59.28,115.44387410932532","9.758000000000001,36.842",#,#,#,"28.851999999999997,51.748","-0.506,1.122",#,#,#,#,#,"-1.2105000000000001,1.8105000000000002",#,#,#,"-0.15000000000000002,1.35",#,#,1,0.22291902077253353,0.7406779661016949,1,71.71241415036177,49995,46179,0.3157894736842105,0.0007527957245885403,874,1180
"59.28,115.44387410932532","14.663,36.842","3.075,8.162546105054815",#,#,#,#,#,"-15.0,15.0",#,#,#,#,#,#,"-3.3219999999999996,4.521999999999999",#,"0.16149999999999998,1.8385","-0.8020514343893109,1.7355",1,0.240485670060032,0.752,1,70.87822242456443,49925,46196,0.3684210526315789,0.0007196715705738612,188,250
#,#,#,"0.3805000000000005,6.419499999999999",#,#,#,#,#,#,#,#,#,"4.367,8.033000000000001","7.241589399745579,11.272",#,#,"0.11750000000000005,1.6284999999999998",#,1.0,1.0,1.0,2,84.6331956406712,49994,46205,0.21052631578947367,0.0017186690846890554,94,94
"67.445,86.975","29.82973595250316,34.32","4.324999999999999,13.675",#,#,#,#,#,#,#,"-0.7109999999999999,5.510999999999999",#,#,"0.2370000000000001,2.963",#,#,#,#,"2.083,5.117",1.0,0.13168724279835387,0.6666666666666666,1,73.1330816,49750,46252,0.3157894736842105,0.0007425665866831562,8,12
"38.085,89.91499999999999",#,#,"2.0775,7.522499999999999",#,"40.876,61.19200000000001",#,#,#,"-1.8104999999999998,3.8104999999999998",#,"47.400000000000006,112.9",#,#,#,#,#,#,#,1.0,0.3182899313795828,0.7953615279672579,1,79.25301417268294,49995,46262,0.2631578947368421,0.0008296314957617425,1166,1466
"52.125,63.010000000000005",#,"1.1874999999999991,10.8125",#,#,"33.33721539987826,64.852","-0.44849999999999995,0.44849999999999995",#,#,#,"-1.7599999999999996,4.359999999999999","43.099999999999994,86.7",#,"0.44499999999999984,7.423832166483161","5.164,8.836",#,#,#,#,0,1.0,1.0,2,68.4663832928102,49968,46288,0.42105263157894735,0.0013903652747016954,29,29
#,"3.315999999999999,27.393","-4.85,11.65",#,#,"31.624000000000002,64.87766687502697",#,#,#,#,#,"80.5,119.5","-1.6755,2.1635","1.2269999999999999,6.421",#,#,"-0.15000000000000002,1.35",#,#,1.0,0.2488222127684893,0.7571428571428571,1,75.5875609871018,49890,46292,0.3684210526315789,0.0007674884734776045,159,210
"55.025,86.975",#,#,#,#,#,#,#,"4.0,57.1",#,"-0.7109999999999999,4.962",#,#,#,"-0.19999999999999973,6.6",#,"1.2375,3.8370566715090533",#,"2.083,3.2330000000000005",1.0,0.620921323059155,0.9090909090909091,1,84.74308520987191,49868,46294,0.3157894736842105,0.0008604503208749575,70,77
"51.025,100.815",#,#,#,#,#,#,#,#,#,#,#,#,"-1.381454703240617,2.963","4.125261081045,6.888",#,#,#,"1.0875,2.1125000000000003",1.0,0.7737809374999998,0.95,1,99.34811794983338,49965,46313,0.21052631578947367,0.0010087444864268292,76,80
#,#,"2.7750000000000004,11.025",#,#,"52.343999999999994,68.456","-0.48299999999999993,0.48299999999999993","-0.6387356545250001,3.7619710589313056","-23.0,23.0",#,"-0.33199999999999985,2.932","-21.703164198004583,58.4",#,#,#,#,"-0.4625000000000001,0.8625",#,#,0.0,0.2373046875,0.75,1,54.30446873784127,49977,46328,0.42105263157894735,0.0005513877319276118,51,68
#,"26.216,43.784","14.05,24.515963511928007","5.415000000000001,8.385","12.684999999999999,19.715","37.26,56.339999999999996","-0.713,0.8704999999999999",#,#,#,#,#,"1.2690000000000001,4.131",#,#,"2.1370000000000005,6.768",#,#,#,1.0,0.7385081737104511,0.9411764705882353,1,79.3026245892386,49861,46329,0.42105263157894735,0.0008052098717558574,64,68
#,#,#,#,"4.58,15.22",#,#,"-1.551380737486241,1.0075",#,#,#,#,#,"4.72491246524129,8.033000000000001",#,#,"0.45,1.1500000000000001",#,#,1.0,1.0,1.0,1,81.1169476250376,49994,46336,0.21052631578947367,0.0008236318448815444,105,105
"67.445,146.720536899115",#,#,"8.740058804087806,12.212499999999999",#,#,#,"-1.5125000000000002,2.8925",#,#,"6.702999999999999,11.497","80.5,119.5",#,"2.8549999999999995,6.1450000000000005",#,"2.1370000000000005,9.663",#,#,"2.9085,5.4915",1.0,1.0,1.0,1,35.0,49363,46348,0.42105263157894735,0.00035537721049498986,3,3
#,"-5.597,15.997",#,#,#,#,#,"-1.7525000000000002,4.09",#,"-2.0104999999999995,3.6105",#,"48.0,74.0","-0.589,0.7889999999999999",#,#,"-3.8749999999999996,3.2249999999999996",#,"-1.4235,1.0555",#,0.0,0.10571441110644163,0.6380090497737556,1,73.99633644956494,49999,46364,0.3684210526315789,0.0007310151922206177,423,663
#,#,#,#,#,#,#,"0.22250000000000003,1.9775",#,#,"2.074,4.726",#,#,"4.367,8.033000000000001","7.241589399745579,11.272",#,#,"0.11750000000000005,1.802",#,0,0.00045182066995894555,0.21428571428571427,1,76.3357684736,49397,46382,0.2631578947368421,0.000775085498889696,3,14
#,"25.842000000000002,35.358000000000004",#,#,"5.944999999999999,19.055",#,#,"-1.5125000000000002,2.5094058074978616",#,#,"1.7832915784801067,7.168",#,"0.4305000000000001,4.131",#,"1.048,17.075583085330223","0.621,5.179",#,"-1.0100049608801362,1.6284999999999998","1.9239999999999997,4.876",1.0,0.7101074400455345,0.9338235294117647,1,93.57196208296143,49994,46401,0.47368421052631576,0.0009500955104453084,127,136
#,#,"1.5999999999999996,14.799999999999999",#,#,"40.876,61.19200000000001",#,#,#,#,#,#,"0.605,3.9779999999999998",#,#,"0.13900000000000023,4.339","0.6913475774601663,1.95","0.8734999999999999,1.9264999999999999",#,1.0,0.5256672404724864,0.8793103448275862,1,72.93353176510014,49986,46422,0.3157894736842105,0.0007405404305779721,102,116
